Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1965","1965","kg/1000 Int.$","5.43","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1966","1966","kg/1000 Int.$","4.87","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1967","1967","kg/1000 Int.$","5.21","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1968","1968","kg/1000 Int.$","4.06","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1969","1969","kg/1000 Int.$","5.82","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1970","1970","kg/1000 Int.$","7.62","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1971","1971","kg/1000 Int.$","6.27","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1972","1972","kg/1000 Int.$","5.96","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1973","1973","kg/1000 Int.$","6.3","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1974","1974","kg/1000 Int.$","5.88","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1975","1975","kg/1000 Int.$","6.59","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1976","1976","kg/1000 Int.$","6.26","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1977","1977","kg/1000 Int.$","6.38","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1978","1978","kg/1000 Int.$","6.34","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1979","1979","kg/1000 Int.$","4.78","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1980","1980","kg/1000 Int.$","6.61","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1981","1981","kg/1000 Int.$","9.12","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1982","1982","kg/1000 Int.$","6.12","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1983","1983","kg/1000 Int.$","6.43","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1984","1984","kg/1000 Int.$","8","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1985","1985","kg/1000 Int.$","9.96","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1986","1986","kg/1000 Int.$","8.68","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1987","1987","kg/1000 Int.$","8.97","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1988","1988","kg/1000 Int.$","9.93","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1989","1989","kg/1000 Int.$","8.13","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1990","1990","kg/1000 Int.$","8.26","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1991","1991","kg/1000 Int.$","8.44","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1992","1992","kg/1000 Int.$","7.52","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1993","1993","kg/1000 Int.$","6.84","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1994","1994","kg/1000 Int.$","8.03","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1995","1995","kg/1000 Int.$","5.14","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1996","1996","kg/1000 Int.$","10.34","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1997","1997","kg/1000 Int.$","8.19","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1998","1998","kg/1000 Int.$","8.04","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","1999","1999","kg/1000 Int.$","7.67","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2000","2000","kg/1000 Int.$","10.49","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2001","2001","kg/1000 Int.$","10.9","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2002","2002","kg/1000 Int.$","8.21","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2003","2003","kg/1000 Int.$","8.66","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2004","2004","kg/1000 Int.$","7.99","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2005","2005","kg/1000 Int.$","7.88","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2006","2006","kg/1000 Int.$","8.12","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2007","2007","kg/1000 Int.$","8.08","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2008","2008","kg/1000 Int.$","7.28","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2009","2009","kg/1000 Int.$","7.44","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2010","2010","kg/1000 Int.$","7.13","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2011","2011","kg/1000 Int.$","9.65","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2012","2012","kg/1000 Int.$","11.37","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2013","2013","kg/1000 Int.$","13.09","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2014","2014","kg/1000 Int.$","10.75","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2015","2015","kg/1000 Int.$","8.26","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2016","2016","kg/1000 Int.$","10.64","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2017","2017","kg/1000 Int.$","13.9","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2018","2018","kg/1000 Int.$","10.99","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2019","2019","kg/1000 Int.$","11.62","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5173","Use per value of agricultural production","3102","Nutrient nitrogen N (total)","2020","2020","kg/1000 Int.$","14.46","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1961","1961","kg/ha","1.79","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1962","1962","kg/ha","1.92","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1963","1963","kg/ha","1.93","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1964","1964","kg/ha","2.06","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1965","1965","kg/ha","2.6","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1966","1966","kg/ha","4.22","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1967","1967","kg/ha","4.45","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1968","1968","kg/ha","5.08","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1969","1969","kg/ha","6.07","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1970","1970","kg/ha","6.19","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1971","1971","kg/ha","6.48","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1972","1972","kg/ha","7.18","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1973","1973","kg/ha","7.07","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1974","1974","kg/ha","7.41","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1975","1975","kg/ha","4.73","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1976","1976","kg/ha","6.37","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1977","1977","kg/ha","4.95","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1978","1978","kg/ha","3.85","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1979","1979","kg/ha","2.38","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1980","1980","kg/ha","6.05","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1981","1981","kg/ha","9.35","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1982","1982","kg/ha","7.24","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1983","1983","kg/ha","9.67","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1984","1984","kg/ha","9.22","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1985","1985","kg/ha","8.79","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1986","1986","kg/ha","8.46","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1987","1987","kg/ha","9.79","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1988","1988","kg/ha","9.68","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1989","1989","kg/ha","8.45","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1990","1990","kg/ha","9.09","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1991","1991","kg/ha","9.7","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1992","1992","kg/ha","7.93","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1993","1993","kg/ha","9.4","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1994","1994","kg/ha","11.97","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1995","1995","kg/ha","6.76","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1996","1996","kg/ha","14.72","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1997","1997","kg/ha","13.11","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1998","1998","kg/ha","11.07","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1999","1999","kg/ha","15.23","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2000","2000","kg/ha","13.26","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2001","2001","kg/ha","11.23","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/ha","13.68","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/ha","16.21","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/ha","12.33","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/ha","16.34","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/ha","14.81","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/ha","17.18","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/ha","16.88","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/ha","15.75","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/ha","13.35","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/ha","16.67","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","20.33","E","Estimated value"
"EF","Fertilizers indicators","404","Kenya","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","24.63","E","Estimated value"
